canton,year,month,ev_count,total_count
GE,2024,3,636,1061
GE,2024,4,562,907
GE,2024,5,541,955
GE,2024,6,617,1068
GE,2024,7,496,879
GE,2024,8,444,737
GE,2024,9,577,874
GE,2024,10,633,999
GE,2024,11,660,1009
GE,2024,12,716,1142
GE,2025,1,535,807
GE,2025,2,516,787
GE,2025,3,713,1072
GE,2025,4,581,883
GE,2025,5,630,934
GE,2025,6,647,995
GE,2025,7,646,952
GE,2025,8,513,762
GE,2025,9,717,1002
GE,2025,10,654,939
GE,2025,11,663,1007
GE,2025,12,777,1127
GE,2026,1,492,691
GE,2026,2,546,781
GL,2016,1,0,103
GL,2016,2,5,114
GL,2016,3,11,151
GL,2016,4,4,179
GL,2016,5,4,162
GL,2016,6,1,150
GL,2016,7,3,92
GL,2016,8,2,124
GL,2016,9,8,152
GL,2016,10,7,137
GL,2016,11,3,130
GL,2016,12,3,173
GL,2017,1,1,104
GL,2017,2,3,119
GL,2017,3,8,176
GL,2017,4,8,157
GL,2017,5,11,176
GL,2017,6,7,170
GL,2017,7,0,99
GL,2017,8,4,113
GL,2017,9,8,143
GL,2017,10,5,123
GL,2017,11,4,126
GL,2017,12,3,130
GL,2018,1,0,81
GL,2018,2,3,101
GL,2018,3,7,162
GL,2018,4,4,157
GL,2018,5,7,147
GL,2018,6,12,141
GL,2018,7,7,95
GL,2018,8,6,109
GL,2018,9,7,106
GL,2018,10,7,101
GL,2018,11,5,93
GL,2018,12,7,101
GL,2019,1,5,89
GL,2019,2,3,83
GL,2019,3,11,145
GL,2019,4,12,166
GL,2019,5,9,140
GL,2019,6,14,122
GL,2019,7,9,127
GL,2019,8,8,114
GL,2019,9,18,108
GL,2019,10,10,119
GL,2019,11,20,148
GL,2019,12,22,145
GL,2020,1,20,101
GL,2020,2,15,103
GL,2020,3,21,68
GL,2020,4,7,46
GL,2020,5,19,72
GL,2020,6,26,129
GL,2020,7,10,71
GL,2020,8,19,84
GL,2020,9,36,101
GL,2020,10,21,108
GL,2020,11,22,116
GL,2020,12,52,158
GL,2021,1,18,60
GL,2021,2,16,70
GL,2021,3,31,109
GL,2021,4,36,109
GL,2021,5,25,101
GL,2021,6,61,158
GL,2021,7,20,82
GL,2021,8,37,74
GL,2021,9,42,87
GL,2021,10,28,61
GL,2021,11,42,77
GL,2021,12,48,90
GL,2022,1,45,91
GL,2022,2,27,62
GL,2022,3,35,86
GL,2022,4,32,80
GL,2022,5,41,87
GL,2022,6,50,92
GL,2022,7,23,70
GL,2022,8,35,78
GL,2022,9,38,88
GL,2022,10,45,88
GL,2022,11,51,85
GL,2022,12,65,111
GL,2023,1,39,72
GL,2023,2,31,62
GL,2023,3,63,109
GL,2023,4,40,80
GL,2023,5,57,90
GL,2023,6,68,110
GL,2023,7,29,66
GL,2023,8,43,83
GL,2023,9,59,102
GL,2023,10,50,81
GL,2023,11,54,105
GL,2023,12,90,148
GL,2024,1,34,63
GL,2024,2,30,69
GL,2024,3,57,117
GL,2024,4,57,100
GL,2024,5,35,66
GL,2024,6,61,90
GL,2024,7,32,72
GL,2024,8,40,64
GL,2024,9,42,93
GL,2024,10,61,97
GL,2024,11,48,82
GL,2024,12,82,148
GL,2025,1,31,46
GL,2025,2,48,72
GL,2025,3,75,120
GL,2025,4,42,77
GL,2025,5,42,67
GL,2025,6,62,94
GL,2025,7,39,63
GL,2025,8,51,84
GL,2025,9,48,81
GL,2025,10,51,74
GL,2025,11,49,84
GL,2025,12,111,136
GL,2026,1,49,68
GL,2026,2,61,90
GR,2016,1,13,407
GR,2016,2,14,463
GR,2016,3,27,638
GR,2016,4,21,641
GR,2016,5,18,584
GR,2016,6,26,701
GR,2016,7,31,543
GR,2016,8,23,484
GR,2016,9,32,586
GR,2016,10,20,522
GR,2016,11,17,568
GR,2016,12,29,742
GR,2017,1,18,419
GR,2017,2,13,417
GR,2017,3,28,703
GR,2017,4,24,571
GR,2017,5,33,628
GR,2017,6,46,685
GR,2017,7,13,514
GR,2017,8,14,498
GR,2017,9,41,512
GR,2017,10,23,524
GR,2017,11,25,568
GR,2017,12,22,557
GR,2018,1,17,436
GR,2018,2,26,433
GR,2018,3,36,576
GR,2018,4,31,627
GR,2018,5,42,622
GR,2018,6,34,654
GR,2018,7,16,509
GR,2018,8,31,505
GR,2018,9,26,450
GR,2018,10,34,516
GR,2018,11,48,523
GR,2018,12,36,471
GR,2019,1,15,440
GR,2019,2,41,475
GR,2019,3,84,680
GR,2019,4,61,630
GR,2019,5,54,590
GR,2019,6,53,588
GR,2019,7,46,498
GR,2019,8,35,374
GR,2019,9,57,486
GR,2019,10,68,591
GR,2019,11,67,490
GR,2019,12,135,758
GR,2020,1,71,380
GR,2020,2,77,374
GR,2020,3,109,445
GR,2020,4,42,248
GR,2020,5,57,304
GR,2020,6,106,473
GR,2020,7,92,437
GR,2020,8,80,320
GR,2020,9,123,419
GR,2020,10,118,491
GR,2020,11,151,543
GR,2020,12,206,566
GR,2021,1,97,328
GR,2021,2,111,356
GR,2021,3,210,574
GR,2021,4,171,499
GR,2021,5,129,387
GR,2021,6,190,479
GR,2021,7,139,391
GR,2021,8,160,352
GR,2021,9,204,377
GR,2021,10,136,312
GR,2021,11,168,386
GR,2021,12,269,533
GR,2022,1,130,367
GR,2022,2,140,336
GR,2022,3,216,432
GR,2022,4,143,344
GR,2022,5,143,336
GR,2022,6,220,455
GR,2022,7,116,321
GR,2022,8,132,367
GR,2022,9,161,397
GR,2022,10,151,376
GR,2022,11,194,435
GR,2022,12,263,507
GR,2023,1,154,342
GR,2023,2,180,378
GR,2023,3,250,521
GR,2023,4,220,417
GR,2023,5,223,440
GR,2023,6,250,492
GR,2023,7,178,378
GR,2023,8,234,441
GR,2023,9,236,454
GR,2023,10,215,423
GR,2023,11,219,433
GR,2023,12,285,498
GR,2024,1,147,335
GR,2024,2,154,360
GR,2024,3,225,469
GR,2024,4,227,444
GR,2024,5,208,447
GR,2024,6,226,406
GR,2024,7,217,408
GR,2024,8,197,369
GR,2024,9,260,417
GR,2024,10,241,423
GR,2024,11,221,395
GR,2024,12,279,456
GR,2025,1,168,307
GR,2025,2,209,361
GR,2025,3,249,432
GR,2025,4,221,385
GR,2025,5,219,379
GR,2025,6,257,406
GR,2025,7,201,356
GR,2025,8,189,321
GR,2025,9,246,388
GR,2025,10,245,410
GR,2025,11,231,366
GR,2025,12,339,487
GR,2026,1,192,310
GR,2026,2,188,320
JU,2016,1,3,158
JU,2016,2,1,192
JU,2016,3,15,313
JU,2016,4,3,261
JU,2016,5,7,252
JU,2016,6,6,293
JU,2016,7,7,221
JU,2016,8,11,205
JU,2016,9,10,234
JU,2016,10,10,223
JU,2016,11,9,213
JU,2016,12,13,315
JU,2017,1,4,162
JU,2017,2,12,202
JU,2017,3,10,277
JU,2017,4,8,247
JU,2017,5,15,265
JU,2017,6,18,346
JU,2017,7,9,210
JU,2017,8,8,201
JU,2017,9,9,211
JU,2017,10,9,222
JU,2017,11,12,235
JU,2017,12,6,254
JU,2018,1,3,150
JU,2018,2,7,218
JU,2018,3,11,297
JU,2018,4,13,251
JU,2018,5,16,269
JU,2018,6,13,315
JU,2018,7,8,240
JU,2018,8,6,227
JU,2018,9,16,168
JU,2018,10,15,228
JU,2018,11,10,207
JU,2018,12,24,219
JU,2019,1,6,172
JU,2019,2,15,202
JU,2019,3,27,289
JU,2019,4,27,269
JU,2019,5,31,239
JU,2019,6,30,277
JU,2019,7,9,191
JU,2019,8,22,165
JU,2019,9,23,241
JU,2019,10,14,233
JU,2019,11,17,210
JU,2019,12,53,322
JU,2020,1,25,145
JU,2020,2,28,179
JU,2020,3,32,173
JU,2020,4,9,80
JU,2020,5,24,154
JU,2020,6,58,278
JU,2020,7,48,226
JU,2020,8,44,147
JU,2020,9,53,182
JU,2020,10,46,173
JU,2020,11,53,215
JU,2020,12,75,232
JU,2021,1,45,156
JU,2021,2,56,183
JU,2021,3,73,251
JU,2021,4,73,212
JU,2021,5,56,170
JU,2021,6,98,249
JU,2021,7,59,157
JU,2021,8,72,170
JU,2021,9,78,179
JU,2021,10,50,148
JU,2021,11,70,162
JU,2021,12,109,212
JU,2022,1,64,133
JU,2022,2,64,136
JU,2022,3,98,224
JU,2022,4,78,149
JU,2022,5,77,161
JU,2022,6,86,207
JU,2022,7,45,118
JU,2022,8,61,140
JU,2022,9,97,247
JU,2022,10,76,172
JU,2022,11,96,210
JU,2022,12,104,179
JU,2023,1,88,154
JU,2023,2,55,144
JU,2023,3,105,281
JU,2023,4,78,168
JU,2023,5,96,200
JU,2023,6,107,225
JU,2023,7,68,156
JU,2023,8,86,182
JU,2023,9,123,221
JU,2023,10,110,196
JU,2023,11,115,235
JU,2023,12,109,221
JU,2024,1,59,140
JU,2024,2,82,185
JU,2024,3,106,222
JU,2024,4,81,176
JU,2024,5,104,207
JU,2024,6,112,215
JU,2024,7,55,128
JU,2024,8,98,166
JU,2024,9,82,175
JU,2024,10,102,174
JU,2024,11,91,162
JU,2024,12,124,217
JU,2025,1,68,129
JU,2025,2,70,128
JU,2025,3,103,180
JU,2025,4,92,166
JU,2025,5,106,164
JU,2025,6,124,200
JU,2025,7,79,148
JU,2025,8,91,157
JU,2025,9,110,181
JU,2025,10,120,181
JU,2025,11,106,179
JU,2025,12,133,200
JU,2026,1,78,130
JU,2026,2,94,153
LU,2016,1,38,858
LU,2016,2,39,926
LU,2016,3,46,1217
LU,2016,4,47,1304
LU,2016,5,43,1056
LU,2016,6,56,1255
LU,2016,7,45,1021
LU,2016,8,61,945
LU,2016,9,59,1195
LU,2016,10,54,1077
LU,2016,11,51,1081
LU,2016,12,52,1572
LU,2017,1,31,828
LU,2017,2,33,1022
LU,2017,3,56,1392
LU,2017,4,38,1174
LU,2017,5,48,1283
LU,2017,6,63,1342
LU,2017,7,56,1058
LU,2017,8,48,1112
LU,2017,9,69,1200
LU,2017,10,56,1176
LU,2017,11,59,1441
LU,2017,12,63,1213
LU,2018,1,51,1015
LU,2018,2,39,974
LU,2018,3,65,1254
LU,2018,4,54,1173
LU,2018,5,67,1109
LU,2018,6,66,1185
LU,2018,7,62,1040
LU,2018,8,57,883
LU,2018,9,57,892
LU,2018,10,74,1078
LU,2018,11,67,977
LU,2018,12,68,976
LU,2019,1,61,916
LU,2019,2,61,910
LU,2019,3,160,1356
LU,2019,4,108,1213
LU,2019,5,108,1221
LU,2019,6,94,1084
LU,2019,7,89,1064
LU,2019,8,81,862
LU,2019,9,106,1003
LU,2019,10,101,1198
LU,2019,11,111,927
LU,2019,12,250,1196
LU,2020,1,139,810
LU,2020,2,123,798
LU,2020,3,198,942
LU,2020,4,72,462
LU,2020,5,115,594
LU,2020,6,173,920
LU,2020,7,193,883
LU,2020,8,190,718
LU,2020,9,275,950
LU,2020,10,298,920
LU,2020,11,274,919
LU,2020,12,496,1133
LU,2021,1,184,674
LU,2021,2,237,698
LU,2021,3,329,1109
LU,2021,4,371,1001
LU,2021,5,298,875
LU,2021,6,404,982
LU,2021,7,315,821
LU,2021,8,354,756
LU,2021,9,388,823
LU,2021,10,295,660
LU,2021,11,343,776
LU,2021,12,548,1224
LU,2022,1,259,669
LU,2022,2,270,697
LU,2022,3,385,891
LU,2022,4,275,698
LU,2022,5,316,827
LU,2022,6,426,894
LU,2022,7,268,662
LU,2022,8,327,748
LU,2022,9,391,867
LU,2022,10,373,829
LU,2022,11,427,916
LU,2022,12,560,1009
LU,2023,1,355,766
LU,2023,2,352,746
LU,2023,3,607,1163
LU,2023,4,415,845
LU,2023,5,523,1017
LU,2023,6,581,1102
LU,2023,7,403,769
LU,2023,8,455,855
LU,2023,9,508,929
LU,2023,10,501,926
LU,2023,11,478,856
LU,2023,12,713,1089
LU,2024,1,313,645
LU,2024,2,406,720
LU,2024,3,572,1107
LU,2024,4,382,837
LU,2024,5,413,821
LU,2024,6,483,922
LU,2024,7,431,718
LU,2024,8,393,662
LU,2024,9,525,932
LU,2024,10,478,849
LU,2024,11,515,871
LU,2024,12,654,1052
LU,2025,1,437,729
LU,2025,2,396,667
LU,2025,3,569,896
LU,2025,4,484,822
LU,2025,5,567,888
LU,2025,6,564,888
LU,2025,7,549,871
LU,2025,8,417,734
LU,2025,9,556,830
LU,2025,10,551,882
LU,2025,11,572,859
LU,2025,12,715,1011
LU,2026,1,391,621
LU,2026,2,427,685
M,2016,1,1,42
M,2016,2,0,41
M,2016,3,0,51
M,2016,4,0,53
M,2016,5,0,59
M,2016,6,0,194
M,2016,7,0,86
M,2016,8,0,115
M,2016,9,2,50
M,2016,10,0,81
M,2016,11,0,58
M,2016,12,1,49
M,2017,1,0,21
M,2017,2,1,52
M,2017,3,0,70
M,2017,4,0,23
M,2017,5,1,13
M,2017,6,0,43
M,2017,7,1,47
M,2017,8,1,57
M,2017,9,0,74
M,2017,10,0,52
M,2017,11,0,41
M,2017,12,0,24
M,2018,1,0,28
M,2018,2,1,34
M,2018,3,0,22
M,2018,4,0,41
M,2018,5,1,376
M,2018,6,0,81
M,2018,7,0,92
M,2018,8,0,138
M,2018,9,0,3
M,2018,10,0,18
M,2018,11,2,69
M,2018,12,2,74
M,2019,1,3,40
M,2019,2,1,36
M,2019,3,3,45
M,2019,4,3,59
M,2019,5,3,78
M,2019,6,1,53
M,2019,7,1,56
M,2019,8,1,142
M,2019,9,2,36
M,2019,10,2,58
M,2019,11,6,66
M,2019,12,3,122
M,2020,1,1,35
M,2020,2,1,39
M,2020,3,26,77
M,2020,4,3,14
M,2020,5,6,13
M,2020,6,14,32
M,2020,7,2,56
M,2020,8,22,160
M,2020,9,11,244
M,2020,10,3,34
M,2020,11,2,22
M,2020,12,4,26
M,2021,1,8,24
M,2021,2,23,33
M,2021,3,11,33
M,2021,4,20,39
M,2021,5,12,36
M,2021,6,12,48
M,2021,7,9,19
M,2021,8,8,25
M,2021,9,16,29
M,2021,10,11,17
M,2021,11,8,28
M,2021,12,11,17
M,2022,1,6,21
M,2022,2,1,7
M,2022,3,31,47
M,2022,4,10,24
M,2022,5,11,124
M,2022,6,6,18
M,2022,7,15,23
M,2022,8,9,23
M,2022,9,26,63
M,2022,10,22,45
M,2022,11,18,60
M,2022,12,16,30
M,2023,1,23,41
M,2023,2,7,16
M,2023,3,44,63
M,2023,4,21,29
M,2023,5,16,25
M,2023,6,16,21
M,2023,7,16,31
M,2023,8,30,37
M,2023,9,16,22
M,2023,10,24,38
M,2023,11,78,135
M,2023,12,23,26
M,2024,1,22,36
M,2024,2,32,38
M,2024,3,33,47
M,2024,4,57,64
M,2024,5,30,47
M,2024,6,16,17
M,2024,7,34,39
M,2024,8,15,21
M,2024,9,46,50
M,2024,10,34,47
M,2024,11,32,68
M,2024,12,11,20
M,2025,1,3,5
M,2025,2,55,76
M,2025,3,60,64
M,2025,4,7,9
M,2025,5,16,16
M,2025,6,23,57
M,2025,7,31,144
M,2025,8,42,138
M,2025,9,25,26
M,2025,10,36,39
M,2025,11,48,62
M,2025,12,222,222
M,2026,1,101,102
M,2026,2,70,73
NE,2016,1,15,432
NE,2016,2,11,422
NE,2016,3,21,654
NE,2016,4,15,676
NE,2016,5,7,523
NE,2016,6,10,684
NE,2016,7,10,474
NE,2016,8,12,480
NE,2016,9,25,603
NE,2016,10,8,498
NE,2016,11,12,587
NE,2016,12,28,838
NE,2017,1,13,434
NE,2017,2,15,463
NE,2017,3,27,655
NE,2017,4,19,678
NE,2017,5,12,607
NE,2017,6,30,659
NE,2017,7,11,460
NE,2017,8,20,527
NE,2017,9,30,530
NE,2017,10,23,530
NE,2017,11,21,610
NE,2017,12,17,580
NE,2018,1,11,431
NE,2018,2,26,463
NE,2018,3,23,671
NE,2018,4,24,605
NE,2018,5,23,560
NE,2018,6,17,639
NE,2018,7,13,453
NE,2018,8,26,484
NE,2018,9,19,414
NE,2018,10,34,480
NE,2018,11,22,509
NE,2018,12,39,508
NE,2019,1,17,434
NE,2019,2,23,459
NE,2019,3,50,606
NE,2019,4,53,584
NE,2019,5,37,572
NE,2019,6,42,601
NE,2019,7,30,569
NE,2019,8,37,411
NE,2019,9,41,489
NE,2019,10,44,550
NE,2019,11,51,503
NE,2019,12,116,671
NE,2020,1,50,343
NE,2020,2,56,372
NE,2020,3,67,328
NE,2020,4,31,185
NE,2020,5,39,269
NE,2020,6,98,503
NE,2020,7,84,420
NE,2020,8,76,318
NE,2020,9,127,457
NE,2020,10,113,409
NE,2020,11,151,442
NE,2020,12,200,544
NE,2021,1,81,297
NE,2021,2,76,309
NE,2021,3,165,555
NE,2021,4,140,444
NE,2021,5,136,400
NE,2021,6,202,510
NE,2021,7,131,399
NE,2021,8,140,367
NE,2021,9,199,441
NE,2021,10,124,317
NE,2021,11,167,397
NE,2021,12,227,518
NE,2022,1,112,308
NE,2022,2,138,357
NE,2022,3,252,556
NE,2022,4,134,351
NE,2022,5,222,441
NE,2022,6,199,450
NE,2022,7,90,236
NE,2022,8,118,313
NE,2022,9,228,474
NE,2022,10,112,290
NE,2022,11,198,471
NE,2022,12,212,491
NE,2023,1,139,336
NE,2023,2,150,398
NE,2023,3,240,569
NE,2023,4,135,343
NE,2023,5,186,420
NE,2023,6,258,530
NE,2023,7,147,314
NE,2023,8,209,442
NE,2023,9,208,429
NE,2023,10,193,380
NE,2023,11,263,511
NE,2023,12,255,462
NE,2024,1,137,293
NE,2024,2,226,421
NE,2024,3,238,495
NE,2024,4,187,421
NE,2024,5,179,394
NE,2024,6,234,464
NE,2024,7,189,341
NE,2024,8,167,302
NE,2024,9,222,446
NE,2024,10,201,402
NE,2024,11,229,391
NE,2024,12,265,539
NE,2025,1,200,318
NE,2025,2,213,345
NE,2025,3,237,409
NE,2025,4,231,369
NE,2025,5,241,395
NE,2025,6,280,470
NE,2025,7,198,339
NE,2025,8,225,356
NE,2025,9,270,439
NE,2025,10,262,391
NE,2025,11,274,405
NE,2025,12,274,433
NE,2026,1,205,284
NE,2026,2,203,317
NW,2016,1,3,89
NW,2016,2,5,109
NW,2016,3,6,129
NW,2016,4,8,181
NW,2016,5,4,126
NW,2016,6,7,168
NW,2016,7,3,126
NW,2016,8,8,115
NW,2016,9,13,115
NW,2016,10,6,106
NW,2016,11,7,118
NW,2016,12,4,144
NW,2017,1,4,90
NW,2017,2,3,116
NW,2017,3,11,148
NW,2017,4,13,146
NW,2017,5,7,134
NW,2017,6,10,156
NW,2017,7,9,117
NW,2017,8,6,108
NW,2017,9,9,111
NW,2017,10,4,123
NW,2017,11,6,138
NW,2017,12,9,116
NW,2018,1,6,111
NW,2018,2,3,106
NW,2018,3,14,133
NW,2018,4,7,137
NW,2018,5,9,141
NW,2018,6,7,122
NW,2018,7,10,100
NW,2018,8,11,107
NW,2018,9,5,78
NW,2018,10,5,86
NW,2018,11,11,120
NW,2018,12,8,99
NW,2019,1,9,100
NW,2019,2,5,86
NW,2019,3,19,150
NW,2019,4,12,148
NW,2019,5,15,123
NW,2019,6,14,111
NW,2019,7,14,106
NW,2019,8,14,97
NW,2019,9,16,107
NW,2019,10,7,133
NW,2019,11,11,91
NW,2019,12,33,132
NW,2020,1,13,80
NW,2020,2,17,74
NW,2020,3,24,86
NW,2020,4,8,57
NW,2020,5,21,68
NW,2020,6,23,90
NW,2020,7,13,90
NW,2020,8,24,76
NW,2020,9,31,98
NW,2020,10,30,95
NW,2020,11,45,121
NW,2020,12,35,105
NW,2021,1,22,74
NW,2021,2,28,80
NW,2021,3,41,126
NW,2021,4,39,103
NW,2021,5,23,87
NW,2021,6,58,115
NW,2021,7,34,81
NW,2021,8,47,85
NW,2021,9,46,90
NW,2021,10,33,72
NW,2021,11,29,81
NW,2021,12,65,126
NW,2022,1,36,86
NW,2022,2,36,77
NW,2022,3,53,109
NW,2022,4,48,102
NW,2022,5,35,93
NW,2022,6,47,95
NW,2022,7,50,103
NW,2022,8,24,69
NW,2022,9,52,98
NW,2022,10,32,86
NW,2022,11,43,94
NW,2022,12,78,136
NW,2023,1,47,101
NW,2023,2,41,88
NW,2023,3,71,134
NW,2023,4,60,120
NW,2023,5,54,108
NW,2023,6,52,96
NW,2023,7,44,83
NW,2023,8,53,96
NW,2023,9,56,112
NW,2023,10,69,110
NW,2023,11,73,125
NW,2023,12,78,127
NW,2024,1,35,89
NW,2024,2,51,103
NW,2024,3,46,111
NW,2024,4,44,107
NW,2024,5,62,112
NW,2024,6,78,128
NW,2024,7,54,96
NW,2024,8,47,86
NW,2024,9,55,91
NW,2024,10,65,101
NW,2024,11,56,95
NW,2024,12,72,123
NW,2025,1,37,61
NW,2025,2,44,90
NW,2025,3,72,122
NW,2025,4,44,96
NW,2025,5,55,86
NW,2025,6,78,122
NW,2025,7,64,96
NW,2025,8,55,93
NW,2025,9,63,95
NW,2025,10,68,92
NW,2025,11,51,96
NW,2025,12,87,125
NW,2026,1,50,74
NW,2026,2,43,68
OW,2016,1,7,67
OW,2016,2,7,92
OW,2016,3,4,138
OW,2016,4,11,132
OW,2016,5,8,104
OW,2016,6,4,105
OW,2016,7,4,89
OW,2016,8,8,87
OW,2016,9,4,105
OW,2016,10,6,93
OW,2016,11,6,89
OW,2016,12,6,88
OW,2017,1,6,74
OW,2017,2,3,84
OW,2017,3,7,128
OW,2017,4,10,106
OW,2017,5,3,101
OW,2017,6,7,109
OW,2017,7,4,88
OW,2017,8,5,102
OW,2017,9,13,87
OW,2017,10,12,102
OW,2017,11,11,99
OW,2017,12,38,131
OW,2018,1,7,76
OW,2018,2,2,76
OW,2018,3,10,115
OW,2018,4,18,112
OW,2018,5,8,107
OW,2018,6,16,126
OW,2018,7,4,82
OW,2018,8,12,95
OW,2018,9,23,88
OW,2018,10,6,90
OW,2018,11,7,66
OW,2018,12,11,72
OW,2019,1,13,76
OW,2019,2,5,82
OW,2019,3,22,115
OW,2019,4,13,119
OW,2019,5,16,107
OW,2019,6,18,83
OW,2019,7,14,78
OW,2019,8,9,73
OW,2019,9,9,91
OW,2019,10,9,101
OW,2019,11,15,92
OW,2019,12,4,112
OW,2020,1,15,61
OW,2020,2,14,60
OW,2020,3,32,93
OW,2020,4,9,34
OW,2020,5,15,51
OW,2020,6,19,69
OW,2020,7,20,65
OW,2020,8,18,62
OW,2020,9,36,74
OW,2020,10,25,57
OW,2020,11,31,87
OW,2020,12,39,100
OW,2021,1,31,67
OW,2021,2,24,48
OW,2021,3,37,91
OW,2021,4,43,94
OW,2021,5,22,59
OW,2021,6,35,92
OW,2021,7,31,72
OW,2021,8,31,61
OW,2021,9,52,81
OW,2021,10,21,45
OW,2021,11,29,54
OW,2021,12,62,100
OW,2022,1,28,53
OW,2022,2,30,60
OW,2022,3,34,67
OW,2022,4,35,63
OW,2022,5,26,59
OW,2022,6,40,71
OW,2022,7,21,44
OW,2022,8,28,68
OW,2022,9,35,71
OW,2022,10,33,70
OW,2022,11,53,84
OW,2022,12,40,76
OW,2023,1,37,67
OW,2023,2,32,59
OW,2023,3,49,95
OW,2023,4,50,84
OW,2023,5,56,101
OW,2023,6,41,83
OW,2023,7,44,87
OW,2023,8,27,69
OW,2023,9,35,57
OW,2023,10,55,91
OW,2023,11,45,85
OW,2023,12,58,84
OW,2024,1,24,55
OW,2024,2,51,92
OW,2024,3,38,84
OW,2024,4,57,111
OW,2024,5,56,89
OW,2024,6,47,88
OW,2024,7,31,69
OW,2024,8,32,61
OW,2024,9,43,80
OW,2024,10,44,68
OW,2024,11,47,78
OW,2024,12,67,85
OW,2025,1,29,64
OW,2025,2,42,70
OW,2025,3,53,77
OW,2025,4,60,94
OW,2025,5,44,67
OW,2025,6,50,78
OW,2025,7,41,74
OW,2025,8,47,68
OW,2025,9,53,75
OW,2025,10,59,75
OW,2025,11,62,88
OW,2025,12,78,105
OW,2026,1,28,44
OW,2026,2,47,63
P,2017,10,0,1
P,2019,1,0,1
P,2019,2,0,2
P,2019,9,0,1
P,2023,1,1,1
P,2024,8,1,1
P,2024,11,1,1
P,2024,12,0,1
SG,2016,1,36,994
SG,2016,2,43,1097
SG,2016,3,74,1493
SG,2016,4,57,1501
SG,2016,5,41,1259
SG,2016,6,62,1469
SG,2016,7,45,1130
SG,2016,8,44,1085
SG,2016,9,78,1343
SG,2016,10,60,1203
SG,2016,11,50,1319
SG,2016,12,57,1599
SG,2017,1,40,963
SG,2017,2,60,1059
SG,2017,3,70,1557
SG,2017,4,62,1259
SG,2017,5,67,1387
SG,2017,6,84,1481
SG,2017,7,53,1146
SG,2017,8,78,1171
SG,2017,9,107,1229
SG,2017,10,57,1181
SG,2017,11,88,1278
SG,2017,12,66,1195
SG,2018,1,52,1148
SG,2018,2,69,1072
SG,2018,3,93,1346
SG,2018,4,87,1361
SG,2018,5,77,1345
SG,2018,6,106,1413
SG,2018,7,54,1141
SG,2018,8,79,1066
SG,2018,9,100,1069
SG,2018,10,100,1160
SG,2018,11,100,1081
SG,2018,12,91,1173
SG,2019,1,95,1068
SG,2019,2,102,1073
SG,2019,3,196,1491
SG,2019,4,136,1353
SG,2019,5,134,1340
SG,2019,6,143,1230
SG,2019,7,93,1135
SG,2019,8,112,1130
SG,2019,9,159,1183
SG,2019,10,149,1263
SG,2019,11,155,1175
SG,2019,12,337,2299
SG,2020,1,154,921
SG,2020,2,188,941
SG,2020,3,224,975
SG,2020,4,111,487
SG,2020,5,131,682
SG,2020,6,248,1039
SG,2020,7,224,949
SG,2020,8,263,884
SG,2020,9,386,1089
SG,2020,10,309,1005
SG,2020,11,355,1177
SG,2020,12,570,1440
SG,2021,1,301,857
SG,2021,2,302,890
SG,2021,3,443,1227
SG,2021,4,397,1124
SG,2021,5,348,952
SG,2021,6,512,1173
SG,2021,7,314,806
SG,2021,8,411,886
SG,2021,9,461,972
SG,2021,10,344,725
SG,2021,11,436,919
SG,2021,12,617,1310
SG,2022,1,381,813
SG,2022,2,414,853
SG,2022,3,534,1103
SG,2022,4,382,855
SG,2022,5,400,852
SG,2022,6,526,1091
SG,2022,7,322,771
SG,2022,8,349,851
SG,2022,9,547,1130
SG,2022,10,397,880
SG,2022,11,495,1012
SG,2022,12,750,1334
SG,2023,1,444,869
SG,2023,2,394,815
SG,2023,3,653,1267
SG,2023,4,498,978
SG,2023,5,557,1062
SG,2023,6,674,1219
SG,2023,7,451,902
SG,2023,8,594,1066
SG,2023,9,665,1156
SG,2023,10,518,966
SG,2023,11,553,1028
SG,2023,12,820,1350
SG,2024,1,404,788
SG,2024,2,456,914
SG,2024,3,625,1178
SG,2024,4,487,960
SG,2024,5,509,982
SG,2024,6,560,1031
SG,2024,7,440,833
SG,2024,8,448,801
SG,2024,9,618,1046
SG,2024,10,538,995
SG,2024,11,604,985
SG,2024,12,827,1270
SG,2025,1,441,764
SG,2025,2,458,792
SG,2025,3,648,1086
SG,2025,4,560,944
SG,2025,5,586,973
SG,2025,6,628,982
SG,2025,7,543,906
SG,2025,8,491,854
SG,2025,9,656,993
SG,2025,10,603,914
SG,2025,11,647,998
SG,2025,12,976,1329
SG,2026,1,414,701
SG,2026,2,472,789
SH,2016,1,4,192
SH,2016,2,6,160
SH,2016,3,8,216
SH,2016,4,3,219
SH,2016,5,9,178
SH,2016,6,6,203
SH,2016,7,5,158
SH,2016,8,9,158
SH,2016,9,8,193
SH,2016,10,10,188
SH,2016,11,4,194
SH,2016,12,6,210
SH,2017,1,2,148
SH,2017,2,7,160
SH,2017,3,8,234
SH,2017,4,10,189
SH,2017,5,6,202
SH,2017,6,15,212
SH,2017,7,8,168
SH,2017,8,3,165
SH,2017,9,17,180
SH,2017,10,10,189
SH,2017,11,13,177
SH,2017,12,28,174
SH,2018,1,6,141
SH,2018,2,3,138
SH,2018,3,8,176
SH,2018,4,15,210
SH,2018,5,8,186
SH,2018,6,14,202
SH,2018,7,5,181
SH,2018,8,10,157
SH,2018,9,13,158
SH,2018,10,17,185
SH,2018,11,8,158
